source_row	uniprot_A	uniprot_B	label	a_sequence	b_sequence	a_length	b_length	a_within_max_length	b_within_max_length	decision	reason
946	Q38825	Q39255	positive	True	True	243	160	True	True	kept	both_sequences_available_within_max_length
947	Q38825	Q570C0	positive	True	True	243	594	True	True	kept	both_sequences_available_within_max_length
948	Q38825	Q9LW29	positive	True	True	243	575	True	True	kept	both_sequences_available_within_max_length
949	Q38825	Q9ZR12	positive	True	True	243	585	True	True	kept	both_sequences_available_within_max_length
950	Q38847	Q9S744	positive	True	True	268	151	True	True	kept	both_sequences_available_within_max_length
951	Q38872	Q9LD83	positive	True	True	544	556	True	True	kept	both_sequences_available_within_max_length
952	Q38874	Q9FWS9	positive	True	True	382	524	True	True	kept	both_sequences_available_within_max_length
953	Q38874	Q9LZM8	positive	True	True	382	575	True	True	kept	both_sequences_available_within_max_length
954	Q38885	Q8LBP4	positive	True	True	551	462	True	True	kept	both_sequences_available_within_max_length
955	Q38902	Q8SAB7	positive	True	True	197	1830	True	False	removed	sequence_B_exceeds_max_length
956	Q38906	Q38906	positive	True	True	313	313	True	True	kept	both_sequences_available_within_max_length
957	Q38919	Q8SAB7	positive	True	True	195	1830	True	False	removed	sequence_B_exceeds_max_length
958	Q38920	Q9LX33	positive	True	True	482	326	True	True	kept	both_sequences_available_within_max_length
959	Q38937	Q8SAB7	positive	True	True	196	1830	True	False	removed	sequence_B_exceeds_max_length
960	Q38997	Q944A6	positive	True	True	512	487	True	True	kept	both_sequences_available_within_max_length
961	Q38997-2	Q42384	positive	False	True		486	False	True	removed	sequence_missing_A
962	Q39009	Q7Y1C4	positive	True	True	344	1155	True	False	removed	sequence_B_exceeds_max_length
963	Q39009	Q7Y1C5	positive	True	True	344	1151	True	False	removed	sequence_B_exceeds_max_length
964	Q39010	Q9S744	positive	True	True	412	151	True	True	kept	both_sequences_available_within_max_length
965	Q39011	Q8S307	positive	True	False	380		True	False	removed	sequence_missing_B
966	Q39011	Q9C9A5	positive	True	True	380	195	True	True	kept	both_sequences_available_within_max_length
967	Q39011	Q9CAD5	positive	True	True	380	883	True	True	kept	both_sequences_available_within_max_length
968	Q39011	Q9LN63	positive	True	True	380	335	True	True	kept	both_sequences_available_within_max_length
969	Q39024	Q8LGD5	positive	True	False	376		True	False	removed	sequence_missing_B
970	Q39026	Q9FKG1	positive	True	True	395	241	True	True	kept	both_sequences_available_within_max_length
971	Q39050	Q9S744	positive	True	True	457	151	True	True	kept	both_sequences_available_within_max_length
972	Q39057	Q9LQT8	positive	True	True	373	533	True	True	kept	both_sequences_available_within_max_length
973	Q39057	Q9SLG0	positive	True	True	373	141	True	True	kept	both_sequences_available_within_max_length
974	Q39057	Q9SLH3	positive	True	True	373	587	True	True	kept	both_sequences_available_within_max_length
975	Q39057	Q9SMP0	positive	True	True	373	234	True	True	kept	both_sequences_available_within_max_length
976	Q39128	Q39128	positive	True	True	677	677	True	True	kept	both_sequences_available_within_max_length
977	Q39160	Q39160	positive	True	True	1520	1520	False	False	removed	sequence_A_and_B_exceed_max_length
978	Q39163	Q39163	positive	True	True	330	330	True	True	kept	both_sequences_available_within_max_length
979	Q39183	Q9XF67	positive	True	True	586	491	True	True	kept	both_sequences_available_within_max_length
980	Q39191	Q9SL15	positive	True	True	735	145	True	True	kept	both_sequences_available_within_max_length
981	Q39191	Q9ZSJ6	positive	True	True	735	116	True	True	kept	both_sequences_available_within_max_length
982	Q39192	Q9CAJ0	positive	True	True	362	511	True	True	kept	both_sequences_available_within_max_length
983	Q39192	Q9FIF5	positive	True	True	362	413	True	True	kept	both_sequences_available_within_max_length
984	Q39192	Q9FLI3	positive	True	True	362	416	True	True	kept	both_sequences_available_within_max_length
985	Q39192	Q9LD83	positive	True	True	362	556	True	True	kept	both_sequences_available_within_max_length
986	Q39192	Q9LNP9	positive	True	True	362	511	True	True	kept	both_sequences_available_within_max_length
987	Q39192	Q9LNW3	positive	True	True	362	442	True	True	kept	both_sequences_available_within_max_length
988	Q39192	Q9ZW21	positive	True	True	362	362	True	True	kept	both_sequences_available_within_max_length
989	Q39193	Q9CAJ0	positive	True	True	361	511	True	True	kept	both_sequences_available_within_max_length
990	Q39193	Q9FIF5	positive	True	True	361	413	True	True	kept	both_sequences_available_within_max_length
991	Q39193	Q9FLI3	positive	True	True	361	416	True	True	kept	both_sequences_available_within_max_length
992	Q39193	Q9LD83	positive	True	True	361	556	True	True	kept	both_sequences_available_within_max_length
993	Q39193	Q9LNP9	positive	True	True	361	511	True	True	kept	both_sequences_available_within_max_length
994	Q39193	Q9ZW21	positive	True	True	361	362	True	True	kept	both_sequences_available_within_max_length
995	Q39204	Q8LBM2	positive	True	True	623	131	True	True	kept	both_sequences_available_within_max_length
996	Q39204	Q8W4J8	positive	True	True	623	267	True	True	kept	both_sequences_available_within_max_length
997	Q39204	Q9C5K8	positive	True	True	623	187	True	True	kept	both_sequences_available_within_max_length
998	Q39204	Q9LMA8	positive	True	True	623	253	True	True	kept	both_sequences_available_within_max_length
999	Q39204	Q9LVI4	positive	True	True	623	352	True	True	kept	both_sequences_available_within_max_length
1000	Q39204	Q9LZW4	positive	True	True	623	442	True	True	kept	both_sequences_available_within_max_length
1001	Q39212	Q9SY69	positive	True	True	319	913	True	True	kept	both_sequences_available_within_max_length
1002	Q39218	Q43725	positive	True	True	391	430	True	True	kept	both_sequences_available_within_max_length
1003	Q39255	Q570C0	positive	True	True	160	594	True	True	kept	both_sequences_available_within_max_length
1004	Q39255	Q9FDX1	positive	True	True	160	300	True	True	kept	both_sequences_available_within_max_length
1005	Q39255	Q9FE83	positive	True	True	160	527	True	True	kept	both_sequences_available_within_max_length
1006	Q39255	Q9LEX0	positive	True	True	160	290	True	True	kept	both_sequences_available_within_max_length
1007	Q39255	Q9SHY1	positive	True	True	160	371	True	True	kept	both_sequences_available_within_max_length
1008	Q39255	Q9SKK0	positive	True	True	160	628	True	True	kept	both_sequences_available_within_max_length
1009	Q39255	Q9ZR12	positive	True	True	160	585	True	True	kept	both_sequences_available_within_max_length
1010	Q3EBC8	Q8GY79	positive	True	True	1388	393	False	True	removed	sequence_A_exceeds_max_length
1011	Q3EBC8	Q9LXW7	positive	True	True	1388	1580	False	False	removed	sequence_A_and_B_exceed_max_length
1012	Q3EBC8	Q9SP32	positive	True	True	1388	1909	False	False	removed	sequence_A_and_B_exceed_max_length
1013	Q3MK94	Q8RWC9	positive	True	False	428		True	False	removed	sequence_missing_B
1014	Q41951	Q41951	positive	True	True	250	250	True	True	kept	both_sequences_available_within_max_length
1015	Q42328	Q9C8W7	positive	True	True	89	136	True	True	kept	both_sequences_available_within_max_length
1016	Q42404	Q9SEE9	positive	True	True	427	414	True	True	kept	both_sequences_available_within_max_length
1017	Q42404	Q9SEU4	positive	True	True	427	287	True	True	kept	both_sequences_available_within_max_length
1018	Q42479	Q9S744	positive	True	True	529	151	True	True	kept	both_sequences_available_within_max_length
1019	Q42545	Q42545	positive	True	True	433	433	True	True	kept	both_sequences_available_within_max_length
1020	Q42545	Q9FIG9	positive	True	True	433	801	True	True	kept	both_sequences_available_within_max_length
1021	Q42545	Q9LXJ0	positive	True	True	433	473	True	True	kept	both_sequences_available_within_max_length
1022	Q43125	Q43125	positive	True	True	681	681	True	True	kept	both_sequences_available_within_max_length
1023	Q43295	Q43295	positive	True	True	276	276	True	True	kept	both_sequences_available_within_max_length
1024	Q43725	Q43725	positive	True	True	430	430	True	True	kept	both_sequences_available_within_max_length
1025	Q4PSE3	Q9S744	positive	True	True	120	151	True	True	kept	both_sequences_available_within_max_length
1026	Q4PSU4	Q9S744	positive	True	True	264	151	True	True	kept	both_sequences_available_within_max_length
1027	Q4VP08	Q8VZG8	positive	True	True	90	1045	True	False	removed	sequence_B_exceeds_max_length
1028	Q4VP08	Q9FII5	positive	True	True	90	1041	True	False	removed	sequence_B_exceeds_max_length
1029	Q4VP08	Q9M0G7	positive	True	True	90	1013	True	True	kept	both_sequences_available_within_max_length
1030	Q500U8	Q8LDM2	positive	True	False	326		True	False	removed	sequence_missing_B
1031	Q500U8	Q9LQ12	positive	True	True	326	542	True	True	kept	both_sequences_available_within_max_length
1032	Q56WM6	Q9SCZ4	positive	True	True	576	895	True	True	kept	both_sequences_available_within_max_length
1033	Q56Y52	Q9SPU7	positive	True	True	467	1123	True	False	removed	sequence_B_exceeds_max_length
1034	Q58G47	Q9SV55	positive	True	True	310	425	True	True	kept	both_sequences_available_within_max_length
1035	Q5ICL9	Q5ICL9	positive	True	True	574	574	True	True	kept	both_sequences_available_within_max_length
1036	Q5ICL9	Q8L746	positive	True	True	574	586	True	True	kept	both_sequences_available_within_max_length
1037	Q5S2C3	Q5S2C4	positive	True	True	1282	1425	False	False	removed	sequence_A_and_B_exceed_max_length
1038	Q5XEZ5	Q5XEZ5	positive	True	True	771	771	True	True	kept	both_sequences_available_within_max_length
1039	Q5XPJ9	Q94JY4	positive	True	True	1399	85	False	True	removed	sequence_A_exceeds_max_length
1040	Q5XXJ3	Q9S744	positive	True	True	248	151	True	True	kept	both_sequences_available_within_max_length
1041	Q67XQ1	Q7G8V2	positive	True	True	157	206	True	True	kept	both_sequences_available_within_max_length
1042	Q67XQ1	Q9C5U0	positive	True	True	157	1080	True	False	removed	sequence_B_exceeds_max_length
1043	Q67XQ1	Q9C5U1	positive	True	True	157	1036	True	False	removed	sequence_B_exceeds_max_length
1044	Q67XQ1	Q9C5U2	positive	True	True	157	1176	True	False	removed	sequence_B_exceeds_max_length
1045	Q67XQ1	Q9FXD6	positive	True	True	157	521	True	True	kept	both_sequences_available_within_max_length
1046	Q67XQ1	Q9SB04	positive	True	True	157	184	True	True	kept	both_sequences_available_within_max_length
1047	Q67XQ1	Q9SHC2	positive	True	True	157	164	True	True	kept	both_sequences_available_within_max_length
1048	Q67XQ1	Q9ZWS6	positive	True	True	157	186	True	True	kept	both_sequences_available_within_max_length
1049	Q67XQ1	Q9ZWS7	positive	True	True	157	206	True	True	kept	both_sequences_available_within_max_length
1050	Q67ZB3	Q940H8	positive	True	True	558	532	True	True	kept	both_sequences_available_within_max_length
1051	Q682T9	Q9FHN8	positive	True	True	149	1260	True	False	removed	sequence_B_exceeds_max_length
1052	Q6AWX6	Q94JY4	positive	True	True	821	85	True	True	kept	both_sequences_available_within_max_length
1053	Q6BDA0	Q9LN63	positive	True	True	1340	335	False	True	removed	sequence_A_exceeds_max_length
1054	Q6ID77	Q8RXD6	positive	True	False	115		True	False	removed	sequence_missing_B
1055	Q6NKS4	Q6NKS4	positive	True	True	258	258	True	True	kept	both_sequences_available_within_max_length
1056	Q6NKS4	Q9CA67	positive	True	True	258	467	True	True	kept	both_sequences_available_within_max_length
1057	Q6NKS4	Q9SYX1	positive	True	True	258	262	True	True	kept	both_sequences_available_within_max_length
1058	Q6NLQ6	Q9M7Q2	positive	True	True	538	431	True	True	kept	both_sequences_available_within_max_length
1059	Q6NPE9	Q8L7W3	positive	True	True	246	878	True	True	kept	both_sequences_available_within_max_length
1060	Q6NPM7	Q94AX2	positive	True	True	163	277	True	True	kept	both_sequences_available_within_max_length
1061	Q6NQ88	Q9M0V3-1	positive	True	False	557		True	False	removed	sequence_missing_B
1062	Q6TLJ2	Q9LYN8	positive	True	True	176	1192	True	False	removed	sequence_B_exceeds_max_length
1063	Q70E96	Q9S744	positive	True	True	484	151	True	True	kept	both_sequences_available_within_max_length
1064	Q75QN6	Q9C5C0	positive	True	True	929	615	True	True	kept	both_sequences_available_within_max_length
1065	Q7DMA9	Q94F58	positive	True	True	635	340	True	True	kept	both_sequences_available_within_max_length
1066	Q7FRS8	Q9LDI3	positive	True	True	256	446	True	True	kept	both_sequences_available_within_max_length
1067	Q7G8V2	Q9SSW0	positive	True	True	206	193	True	True	kept	both_sequences_available_within_max_length
1068	Q7X9H6	Q9S744	positive	True	True	249	151	True	True	kept	both_sequences_available_within_max_length
1069	Q7X9N2	Q9S744	positive	True	True	287	151	True	True	kept	both_sequences_available_within_max_length
1070	Q7X9V2	Q8LGE3	positive	True	False	2055		False	False	removed	sequence_missing_B
1071	Q7X9V2	Q9FHW2	positive	True	True	2055	171	False	True	removed	sequence_A_exceeds_max_length
1072	Q7XJK8	Q9S744	positive	True	True	278	151	True	True	kept	both_sequences_available_within_max_length
1073	Q7XYY2-1	Q8GUN5	positive	False	True		413	False	True	removed	sequence_missing_A
1074	Q7XYY2-1	Q8GUN5-2	positive	False	False			False	False	removed	sequence_missing_A_and_B
1075	Q7XYY2-1	Q9FIP9	positive	False	True		592	False	True	removed	sequence_missing_A
1076	Q7XYY2-1	Q9SEZ1	positive	False	True		242	False	True	removed	sequence_missing_A
1077	Q7Y1C4	Q9FL96	positive	True	True	1155	73	False	True	removed	sequence_A_exceeds_max_length
1078	Q7Y1C4	Q9XIR8	positive	True	True	1155	74	False	True	removed	sequence_A_exceeds_max_length
1079	Q7Y1C5	Q9XIR8	positive	True	True	1151	74	False	True	removed	sequence_A_exceeds_max_length
1080	Q84JC2	Q9S744	positive	True	True	232	151	True	True	kept	both_sequences_available_within_max_length
1081	Q84JG2	Q9CAJ0	positive	True	True	469	511	True	True	kept	both_sequences_available_within_max_length
1082	Q84JG2	Q9XI07	positive	True	True	469	807	True	True	kept	both_sequences_available_within_max_length
1083	Q84JQ4	Q9CA89	positive	True	True	647	515	True	True	kept	both_sequences_available_within_max_length
